
Komşu olmayan şehir çiftleri arası mesafeler:
Adana (1) - Adıyaman (2): Tanımlanan = 339 km, Hesaplanan = 358 km, Fark = 19 km
Adana (1) - İzmir (35): Tanımlanan = 905 km, Hesaplanan = 990 km, Fark = 85 km
Adana (1) - Kars (36): Tanımlanan = 1014 km, Hesaplanan = 1038 km, Fark = 24 km
Adana (1) - Kastamonu (37): Tanımlanan = 695 km, Hesaplanan = 698 km, Fark = 3 km
Adana (1) - Kırklareli (39): Tanımlanan = 1159 km, Hesaplanan = 1208 km, Fark = 49 km
Adana (1) - Kırşehir (40): Tanımlanan = 376 km, Hesaplanan = 379 km, Fark = 3 km
Adana (1) - Kocaeli (41): Tanımlanan = 840 km, Hesaplanan = 886 km, Fark = 46 km
Adana (1) - Konya (42): Tanımlanan = 357 km, Hesaplanan = 420 km, Fark = 63 km
Adana (1) - Kütahya (43): Tanımlanan = 675 km, Hesaplanan = 743 km, Fark = 68 km
Adana (1) - Malatya (44): Tanımlanan = 399 km, Hesaplanan = 418 km, Fark = 19 km
Adana (1) - Manisa (45): Tanımlanan = 885 km, Hesaplanan = 953 km, Fark = 68 km
Adana (1) - Mardin (47): Tanımlanan = 551 km, Hesaplanan = 541 km, Fark = 10 km
Adana (1) - Muğla (48): Tanımlanan = 855 km, Hesaplanan = 845 km, Fark = 10 km
Adana (1) - Muş (49): Tanımlanan = 743 km, Hesaplanan = 767 km, Fark = 24 km
Adana (1) - Nevşehir (50): Tanımlanan = 287 km, Hesaplanan = 287 km, Fark = 0 km
Adana (1) - Ordu (52): Tanımlanan = 707 km, Hesaplanan = 829 km, Fark = 122 km
Adana (1) - Rize (53): Tanımlanan = 917 km, Hesaplanan = 1027 km, Fark = 110 km
Adana (1) - Sakarya (54): Tanımlanan = 803 km, Hesaplanan = 849 km, Fark = 46 km
Adana (1) - Samsun (55): Tanımlanan = 753 km, Hesaplanan = 772 km, Fark = 19 km
Adana (1) - Siirt (56): Tanımlanan = 717 km, Hesaplanan = 716 km, Fark = 1 km
Adana (1) - Sinop (57): Tanımlanan = 865 km, Hesaplanan = 860 km, Fark = 5 km
Adana (1) - Sivas (58): Tanımlanan = 428 km, Hesaplanan = 522 km, Fark = 94 km
Adana (1) - Tekirdağ (59): Tanımlanan = 1081 km, Hesaplanan = 1130 km, Fark = 49 km
Adana (1) - Tokat (60): Tanımlanan = 492 km, Hesaplanan = 633 km, Fark = 141 km
Adana (1) - Trabzon (61): Tanımlanan = 838 km, Hesaplanan = 948 km, Fark = 110 km
Adana (1) - Tunceli (62): Tanımlanan = 632 km, Hesaplanan = 655 km, Fark = 23 km
Adana (1) - Şanlıurfa (63): Tanımlanan = 357 km, Hesaplanan = 353 km, Fark = 4 km
Adana (1) - Uşak (64): Tanımlanan = 690 km, Hesaplanan = 758 km, Fark = 68 km
Adana (1) - Van (65): Tanımlanan = 902 km, Hesaplanan = 921 km, Fark = 19 km
Adana (1) - Yozgat (66): Tanımlanan = 489 km, Hesaplanan = 492 km, Fark = 3 km
Adana (1) - Zonguldak (67): Tanımlanan = 764 km, Hesaplanan = 885 km, Fark = 121 km
Adana (1) - Aksaray (68): Tanımlanan = 268 km, Hesaplanan = 320 km, Fark = 52 km
Adana (1) - Bayburt (69): Tanımlanan = 801 km, Hesaplanan = 932 km, Fark = 131 km
Adana (1) - Karaman (70): Tanımlanan = 292 km, Hesaplanan = 303 km, Fark = 11 km
Adana (1) - Kırıkkale (71): Tanımlanan = 485 km, Hesaplanan = 488 km, Fark = 3 km
Adana (1) - Batman (72): Tanımlanan = 630 km, Hesaplanan = 629 km, Fark = 1 km
Adana (1) - Şırnak (73): Tanımlanan = 720 km, Hesaplanan = 739 km, Fark = 19 km
Adana (1) - Bartın (74): Tanımlanan = 783 km, Hesaplanan = 870 km, Fark = 87 km
Adana (1) - Ardahan (75): Tanımlanan = 1039 km, Hesaplanan = 1063 km, Fark = 24 km
Adana (1) - Iğdır (76): Tanımlanan = 1078 km, Hesaplanan = 1143 km, Fark = 65 km
Adana (1) - Yalova (77): Tanımlanan = 905 km, Hesaplanan = 951 km, Fark = 46 km
Adana (1) - Karabük (78): Tanımlanan = 714 km, Hesaplanan = 784 km, Fark = 70 km
Adana (1) - Kilis (79): Tanımlanan = 253 km, Hesaplanan = 277 km, Fark = 24 km
Adana (1) - Düzce (81): Tanımlanan = 734 km, Hesaplanan = 781 km, Fark = 47 km
Adıyaman (2) - Adana (1): Tanımlanan = 339 km, Hesaplanan = 358 km, Fark = 19 km
Adıyaman (2) - Afyonkarahisar (3): Tanımlanan = 917 km, Hesaplanan = 944 km, Fark = 27 km
Adıyaman (2) - Ağrı (4): Tanımlanan = 647 km, Hesaplanan = 675 km, Fark = 28 km
Adıyaman (2) - Amasya (5): Tanımlanan = 625 km, Hesaplanan = 653 km, Fark = 28 km
Adıyaman (2) - Ankara (6): Tanımlanan = 732 km, Hesaplanan = 770 km, Fark = 38 km
Adıyaman (2) - Antalya (7): Tanımlanan = 885 km, Hesaplanan = 894 km, Fark = 9 km
Adıyaman (2) - Artvin (8): Tanımlanan = 715 km, Hesaplanan = 718 km, Fark = 3 km
Adıyaman (2) - Aydın (9): Tanımlanan = 1219 km, Hesaplanan = 1289 km, Fark = 70 km
Adıyaman (2) - Balıkesir (10): Tanımlanan = 1241 km, Hesaplanan = 1268 km, Fark = 27 km
Adıyaman (2) - Bilecik (11): Tanımlanan = 1032 km, Hesaplanan = 1083 km, Fark = 51 km
Adıyaman (2) - Bingöl (12): Tanımlanan = 347 km, Hesaplanan = 347 km, Fark = 0 km
Adıyaman (2) - Bitlis (13): Tanımlanan = 410 km, Hesaplanan = 438 km, Fark = 28 km
Adıyaman (2) - Bolu (14): Tanımlanan = 920 km, Hesaplanan = 960 km, Fark = 40 km
Adıyaman (2) - Burdur (15): Tanımlanan = 986 km, Hesaplanan = 1013 km, Fark = 27 km
Adıyaman (2) - Bursa (16): Tanımlanan = 1104 km, Hesaplanan = 1178 km, Fark = 74 km
Adıyaman (2) - Çanakkale (17): Tanımlanan = 1383 km, Hesaplanan = 1460 km, Fark = 77 km
Adıyaman (2) - Çankırı (18): Tanımlanan = 762 km, Hesaplanan = 800 km, Fark = 38 km
Adıyaman (2) - Çorum (19): Tanımlanan = 697 km, Hesaplanan = 721 km, Fark = 24 km
Adıyaman (2) - Denizli (20): Tanımlanan = 1100 km, Hesaplanan = 1165 km, Fark = 65 km
Adıyaman (2) - Edirne (22): Tanımlanan = 1414 km, Hesaplanan = 1504 km, Fark = 90 km
Adıyaman (2) - Elazığ (23): Tanımlanan = 283 km, Hesaplanan = 283 km, Fark = 0 km
Adıyaman (2) - Erzincan (24): Tanımlanan = 546 km, Hesaplanan = 547 km, Fark = 1 km
Adıyaman (2) - Erzurum (25): Tanımlanan = 521 km, Hesaplanan = 524 km, Fark = 3 km
Adıyaman (2) - Eskişehir (26): Tanımlanan = 952 km, Hesaplanan = 1003 km, Fark = 51 km
Adıyaman (2) - Giresun (28): Tanımlanan = 704 km, Hesaplanan = 726 km, Fark = 22 km
Adıyaman (2) - Gümüşhane (29): Tanımlanan = 677 km, Hesaplanan = 683 km, Fark = 6 km
Adıyaman (2) - Hakkari (30): Tanımlanan = 642 km, Hesaplanan = 672 km, Fark = 30 km
Adıyaman (2) - Hatay (31): Tanımlanan = 316 km, Hesaplanan = 345 km, Fark = 29 km
Adıyaman (2) - Isparta (32): Tanımlanan = 957 km, Hesaplanan = 984 km, Fark = 27 km
Adıyaman (2) - Mersin (33): Tanımlanan = 409 km, Hesaplanan = 428 km, Fark = 19 km
Adıyaman (2) - İstanbul (34): Tanımlanan = 1182 km, Hesaplanan = 1225 km, Fark = 43 km
Adıyaman (2) - İzmir (35): Tanımlanan = 1244 km, Hesaplanan = 1288 km, Fark = 44 km
Adıyaman (2) - Kars (36): Tanımlanan = 726 km, Hesaplanan = 729 km, Fark = 3 km
Adıyaman (2) - Kastamonu (37): Tanımlanan = 868 km, Hesaplanan = 906 km, Fark = 38 km
Adıyaman (2) - Kayseri (38): Tanımlanan = 414 km, Hesaplanan = 416 km, Fark = 2 km
Adıyaman (2) - Kırklareli (39): Tanımlanan = 1391 km, Hesaplanan = 1434 km, Fark = 43 km
Adıyaman (2) - Kırşehir (40): Tanımlanan = 549 km, Hesaplanan = 587 km, Fark = 38 km
Adıyaman (2) - Kocaeli (41): Tanımlanan = 1072 km, Hesaplanan = 1112 km, Fark = 40 km
Adıyaman (2) - Konya (42): Tanımlanan = 696 km, Hesaplanan = 718 km, Fark = 22 km
Adıyaman (2) - Kütahya (43): Tanımlanan = 1014 km, Hesaplanan = 1041 km, Fark = 27 km
Adıyaman (2) - Manisa (45): Tanımlanan = 1224 km, Hesaplanan = 1251 km, Fark = 27 km
Adıyaman (2) - Mardin (47): Tanımlanan = 294 km, Hesaplanan = 299 km, Fark = 5 km
Adıyaman (2) - Muğla (48): Tanımlanan = 1194 km, Hesaplanan = 1203 km, Fark = 9 km
Adıyaman (2) - Muş (49): Tanımlanan = 455 km, Hesaplanan = 455 km, Fark = 0 km
Adıyaman (2) - Nevşehir (50): Tanımlanan = 497 km, Hesaplanan = 495 km, Fark = 2 km
Adıyaman (2) - Niğde (51): Tanımlanan = 546 km, Hesaplanan = 544 km, Fark = 2 km
Adıyaman (2) - Ordu (52): Tanımlanan = 730 km, Hesaplanan = 737 km, Fark = 7 km
Adıyaman (2) - Rize (53): Tanımlanan = 770 km, Hesaplanan = 773 km, Fark = 3 km
Adıyaman (2) - Sakarya (54): Tanımlanan = 1034 km, Hesaplanan = 1075 km, Fark = 41 km
Adıyaman (2) - Samsun (55): Tanımlanan = 754 km, Hesaplanan = 782 km, Fark = 28 km
Adıyaman (2) - Siirt (56): Tanımlanan = 384 km, Hesaplanan = 392 km, Fark = 8 km
Adıyaman (2) - Sinop (57): Tanımlanan = 877 km, Hesaplanan = 943 km, Fark = 66 km
Adıyaman (2) - Sivas (58): Tanımlanan = 412 km, Hesaplanan = 430 km, Fark = 18 km
Adıyaman (2) - Tekirdağ (59): Tanımlanan = 1313 km, Hesaplanan = 1356 km, Fark = 43 km
Adıyaman (2) - Tokat (60): Tanımlanan = 515 km, Hesaplanan = 541 km, Fark = 26 km
Adıyaman (2) - Trabzon (61): Tanımlanan = 770 km, Hesaplanan = 777 km, Fark = 7 km
Adıyaman (2) - Tunceli (62): Tanımlanan = 419 km, Hesaplanan = 423 km, Fark = 4 km
Adıyaman (2) - Uşak (64): Tanımlanan = 1029 km, Hesaplanan = 1056 km, Fark = 27 km
Adıyaman (2) - Van (65): Tanımlanan = 569 km, Hesaplanan = 597 km, Fark = 28 km
Adıyaman (2) - Yozgat (66): Tanımlanan = 613 km, Hesaplanan = 613 km, Fark = 0 km
Adıyaman (2) - Zonguldak (67): Tanımlanan = 996 km, Hesaplanan = 1093 km, Fark = 97 km
Adıyaman (2) - Aksaray (68): Tanımlanan = 573 km, Hesaplanan = 571 km, Fark = 2 km
Adıyaman (2) - Bayburt (69): Tanımlanan = 674 km, Hesaplanan = 649 km, Fark = 25 km
Adıyaman (2) - Karaman (70): Tanımlanan = 631 km, Hesaplanan = 661 km, Fark = 30 km
Adıyaman (2) - Kırıkkale (71): Tanımlanan = 658 km, Hesaplanan = 696 km, Fark = 38 km
Adıyaman (2) - Batman (72): Tanımlanan = 297 km, Hesaplanan = 305 km, Fark = 8 km
Adıyaman (2) - Şırnak (73): Tanımlanan = 464 km, Hesaplanan = 492 km, Fark = 28 km
Adıyaman (2) - Bartın (74): Tanımlanan = 1014 km, Hesaplanan = 1078 km, Fark = 64 km
Adıyaman (2) - Ardahan (75): Tanımlanan = 751 km, Hesaplanan = 754 km, Fark = 3 km
Adıyaman (2) - Iğdır (76): Tanımlanan = 746 km, Hesaplanan = 819 km, Fark = 73 km
Adıyaman (2) - Yalova (77): Tanımlanan = 1137 km, Hesaplanan = 1177 km, Fark = 40 km
Adıyaman (2) - Karabük (78): Tanımlanan = 945 km, Hesaplanan = 992 km, Fark = 47 km
Adıyaman (2) - Kilis (79): Tanımlanan = 210 km, Hesaplanan = 214 km, Fark = 4 km
Adıyaman (2) - Osmaniye (80): Tanımlanan = 244 km, Hesaplanan = 267 km, Fark = 23 km
Adıyaman (2) - Düzce (81): Tanımlanan = 966 km, Hesaplanan = 1007 km, Fark = 41 km
Afyonkarahisar (3) - Adana (1): Tanımlanan = 578 km, Hesaplanan = 646 km, Fark = 68 km
Afyonkarahisar (3) - Adıyaman (2): Tanımlanan = 917 km, Hesaplanan = 944 km, Fark = 27 km
Afyonkarahisar (3) - Ağrı (4): Tanımlanan = 1320 km, Hesaplanan = 1356 km, Fark = 36 km
Afyonkarahisar (3) - Amasya (5): Tanımlanan = 595 km, Hesaplanan = 707 km, Fark = 112 km
Afyonkarahisar (3) - Ankara (6): Tanımlanan = 255 km, Hesaplanan = 373 km, Fark = 118 km
Afyonkarahisar (3) - Antalya (7): Tanımlanan = 287 km, Hesaplanan = 287 km, Fark = 0 km
Afyonkarahisar (3) - Artvin (8): Tanımlanan = 1224 km, Hesaplanan = 1337 km, Fark = 113 km
Afyonkarahisar (3) - Aydın (9): Tanımlanan = 340 km, Hesaplanan = 345 km, Fark = 5 km
Afyonkarahisar (3) - Balıkesir (10): Tanımlanan = 324 km, Hesaplanan = 324 km, Fark = 0 km
Afyonkarahisar (3) - Bilecik (11): Tanımlanan = 207 km, Hesaplanan = 207 km, Fark = 0 km
Afyonkarahisar (3) - Bingöl (12): Tanımlanan = 1096 km, Hesaplanan = 1212 km, Fark = 116 km
Afyonkarahisar (3) - Bitlis (13): Tanımlanan = 1287 km, Hesaplanan = 1382 km, Fark = 95 km
Afyonkarahisar (3) - Bolu (14): Tanımlanan = 417 km, Hesaplanan = 422 km, Fark = 5 km
Afyonkarahisar (3) - Bursa (16): Tanımlanan = 278 km, Hesaplanan = 279 km, Fark = 1 km
Afyonkarahisar (3) - Çanakkale (17): Tanımlanan = 515 km, Hesaplanan = 516 km, Fark = 1 km
Afyonkarahisar (3) - Çankırı (18): Tanımlanan = 398 km, Hesaplanan = 504 km, Fark = 106 km
Afyonkarahisar (3) - Çorum (19): Tanımlanan = 504 km, Hesaplanan = 616 km, Fark = 112 km
Afyonkarahisar (3) - Diyarbakır (21): Tanımlanan = 1108 km, Hesaplanan = 1150 km, Fark = 42 km
Afyonkarahisar (3) - Edirne (22): Tanımlanan = 682 km, Hesaplanan = 736 km, Fark = 54 km
Afyonkarahisar (3) - Elazığ (23): Tanımlanan = 959 km, Hesaplanan = 1071 km, Fark = 112 km
Afyonkarahisar (3) - Erzincan (24): Tanımlanan = 955 km, Hesaplanan = 983 km, Fark = 28 km
Afyonkarahisar (3) - Erzurum (25): Tanımlanan = 1140 km, Hesaplanan = 1174 km, Fark = 34 km
Afyonkarahisar (3) - Gaziantep (27): Tanımlanan = 796 km, Hesaplanan = 860 km, Fark = 64 km
Afyonkarahisar (3) - Giresun (28): Tanımlanan = 867 km, Hesaplanan = 980 km, Fark = 113 km
Afyonkarahisar (3) - Gümüşhane (29): Tanımlanan = 1027 km, Hesaplanan = 1119 km, Fark = 92 km
Afyonkarahisar (3) - Hakkari (30): Tanımlanan = 1477 km, Hesaplanan = 1565 km, Fark = 88 km
Afyonkarahisar (3) - Hatay (31): Tanımlanan = 776 km, Hesaplanan = 844 km, Fark = 68 km
Afyonkarahisar (3) - Mersin (33): Tanımlanan = 571 km, Hesaplanan = 576 km, Fark = 5 km
Afyonkarahisar (3) - İstanbul (34): Tanımlanan = 450 km, Hesaplanan = 457 km, Fark = 7 km
Afyonkarahisar (3) - İzmir (35): Tanımlanan = 327 km, Hesaplanan = 344 km, Fark = 17 km
Afyonkarahisar (3) - Kars (36): Tanımlanan = 1342 km, Hesaplanan = 1379 km, Fark = 37 km
Afyonkarahisar (3) - Kastamonu (37): Tanımlanan = 503 km, Hesaplanan = 610 km, Fark = 107 km
Afyonkarahisar (3) - Kayseri (38): Tanımlanan = 523 km, Hesaplanan = 528 km, Fark = 5 km
Afyonkarahisar (3) - Kırklareli (39): Tanımlanan = 659 km, Hesaplanan = 666 km, Fark = 7 km
Afyonkarahisar (3) - Kırşehir (40): Tanımlanan = 425 km, Hesaplanan = 481 km, Fark = 56 km
Afyonkarahisar (3) - Kocaeli (41): Tanımlanan = 340 km, Hesaplanan = 344 km, Fark = 4 km
Afyonkarahisar (3) - Malatya (44): Tanımlanan = 861 km, Hesaplanan = 974 km, Fark = 113 km
Afyonkarahisar (3) - Manisa (45): Tanımlanan = 307 km, Hesaplanan = 307 km, Fark = 0 km
Afyonkarahisar (3) - Kahramanmaraş (46): Tanımlanan = 781 km, Hesaplanan = 782 km, Fark = 1 km
Afyonkarahisar (3) - Mardin (47): Tanımlanan = 1129 km, Hesaplanan = 1187 km, Fark = 58 km
Afyonkarahisar (3) - Muğla (48): Tanımlanan = 348 km, Hesaplanan = 371 km, Fark = 23 km
Afyonkarahisar (3) - Muş (49): Tanımlanan = 1206 km, Hesaplanan = 1323 km, Fark = 117 km
Afyonkarahisar (3) - Nevşehir (50): Tanımlanan = 444 km, Hesaplanan = 449 km, Fark = 5 km
Afyonkarahisar (3) - Niğde (51): Tanımlanan = 461 km, Hesaplanan = 466 km, Fark = 5 km
Afyonkarahisar (3) - Ordu (52): Tanımlanan = 823 km, Hesaplanan = 935 km, Fark = 112 km
Afyonkarahisar (3) - Rize (53): Tanımlanan = 1076 km, Hesaplanan = 1189 km, Fark = 113 km
Afyonkarahisar (3) - Sakarya (54): Tanımlanan = 302 km, Hesaplanan = 307 km, Fark = 5 km
Afyonkarahisar (3) - Samsun (55): Tanımlanan = 676 km, Hesaplanan = 788 km, Fark = 112 km
Afyonkarahisar (3) - Siirt (56): Tanımlanan = 1294 km, Hesaplanan = 1336 km, Fark = 42 km
Afyonkarahisar (3) - Sinop (57): Tanımlanan = 673 km, Hesaplanan = 789 km, Fark = 116 km
Afyonkarahisar (3) - Sivas (58): Tanımlanan = 706 km, Hesaplanan = 730 km, Fark = 24 km
Afyonkarahisar (3) - Tekirdağ (59): Tanımlanan = 581 km, Hesaplanan = 588 km, Fark = 7 km
Afyonkarahisar (3) - Tokat (60): Tanımlanan = 645 km, Hesaplanan = 809 km, Fark = 164 km
Afyonkarahisar (3) - Trabzon (61): Tanımlanan = 997 km, Hesaplanan = 1110 km, Fark = 113 km
Afyonkarahisar (3) - Tunceli (62): Tanımlanan = 1078 km, Hesaplanan = 1111 km, Fark = 33 km
Afyonkarahisar (3) - Şanlıurfa (63): Tanımlanan = 935 km, Hesaplanan = 999 km, Fark = 64 km
Afyonkarahisar (3) - Van (65): Tanımlanan = 1422 km, Hesaplanan = 1541 km, Fark = 119 km
Afyonkarahisar (3) - Yozgat (66): Tanımlanan = 479 km, Hesaplanan = 590 km, Fark = 111 km
Afyonkarahisar (3) - Zonguldak (67): Tanımlanan = 483 km, Hesaplanan = 488 km, Fark = 5 km
Afyonkarahisar (3) - Aksaray (68): Tanımlanan = 368 km, Hesaplanan = 373 km, Fark = 5 km
Afyonkarahisar (3) - Bayburt (69): Tanımlanan = 1079 km, Hesaplanan = 1140 km, Fark = 61 km
Afyonkarahisar (3) - Karaman (70): Tanımlanan = 339 km, Hesaplanan = 344 km, Fark = 5 km
Afyonkarahisar (3) - Kırıkkale (71): Tanımlanan = 338 km, Hesaplanan = 447 km, Fark = 109 km
Afyonkarahisar (3) - Batman (72): Tanımlanan = 1207 km, Hesaplanan = 1249 km, Fark = 42 km
Afyonkarahisar (3) - Şırnak (73): Tanımlanan = 1298 km, Hesaplanan = 1385 km, Fark = 87 km
Afyonkarahisar (3) - Bartın (74): Tanımlanan = 517 km, Hesaplanan = 576 km, Fark = 59 km
Afyonkarahisar (3) - Ardahan (75): Tanımlanan = 1361 km, Hesaplanan = 1404 km, Fark = 43 km
Afyonkarahisar (3) - Iğdır (76): Tanımlanan = 1464 km, Hesaplanan = 1500 km, Fark = 36 km
Afyonkarahisar (3) - Yalova (77): Tanımlanan = 346 km, Hesaplanan = 348 km, Fark = 2 km
Afyonkarahisar (3) - Karabük (78): Tanımlanan = 448 km, Hesaplanan = 556 km, Fark = 108 km
Afyonkarahisar (3) - Kilis (79): Tanımlanan = 832 km, Hesaplanan = 923 km, Fark = 91 km
Afyonkarahisar (3) - Osmaniye (80): Tanımlanan = 669 km, Hesaplanan = 737 km, Fark = 68 km
Afyonkarahisar (3) - Düzce (81): Tanımlanan = 371 km, Hesaplanan = 375 km, Fark = 4 km
Ağrı (4) - Adana (1): Tanımlanan = 980 km, Hesaplanan = 999 km, Fark = 19 km
Ağrı (4) - Adıyaman (2): Tanımlanan = 647 km, Hesaplanan = 675 km, Fark = 28 km
Ağrı (4) - Afyonkarahisar (3): Tanımlanan = 1320 km, Hesaplanan = 1356 km, Fark = 36 km
Ağrı (4) - Amasya (5): Tanımlanan = 740 km, Hesaplanan = 849 km, Fark = 109 km
Ağrı (4) - Ankara (6): Tanımlanan = 1055 km, Hesaplanan = 1071 km, Fark = 16 km
Ağrı (4) - Antalya (7): Tanımlanan = 1424 km, Hesaplanan = 1401 km, Fark = 23 km
Ağrı (4) - Artvin (8): Tanımlanan = 364 km, Hesaplanan = 376 km, Fark = 12 km
Ağrı (4) - Aydın (9): Tanımlanan = 1634 km, Hesaplanan = 1701 km, Fark = 67 km
Ağrı (4) - Balıkesir (10): Tanımlanan = 1579 km, Hesaplanan = 1610 km, Fark = 31 km
Ağrı (4) - Bilecik (11): Tanımlanan = 1361 km, Hesaplanan = 1384 km, Fark = 23 km
Ağrı (4) - Bingöl (12): Tanımlanan = 359 km, Hesaplanan = 357 km, Fark = 2 km
Ağrı (4) - Bolu (14): Tanımlanan = 1146 km, Hesaplanan = 1261 km, Fark = 115 km
Ağrı (4) - Burdur (15): Tanımlanan = 1401 km, Hesaplanan = 1425 km, Fark = 24 km
Ağrı (4) - Bursa (16): Tanımlanan = 1418 km, Hesaplanan = 1479 km, Fark = 61 km
Ağrı (4) - Çanakkale (17): Tanımlanan = 1697 km, Hesaplanan = 1802 km, Fark = 105 km
Ağrı (4) - Çankırı (18): Tanımlanan = 985 km, Hesaplanan = 1062 km, Fark = 77 km
Ağrı (4) - Çorum (19): Tanımlanan = 830 km, Hesaplanan = 907 km, Fark = 77 km
Ağrı (4) - Denizli (20): Tanımlanan = 1515 km, Hesaplanan = 1577 km, Fark = 62 km
Ağrı (4) - Diyarbakır (21): Tanımlanan = 441 km, Hesaplanan = 469 km, Fark = 28 km
Ağrı (4) - Edirne (22): Tanımlanan = 1641 km, Hesaplanan = 1805 km, Fark = 164 km
Ağrı (4) - Elazığ (23): Tanımlanan = 499 km, Hesaplanan = 498 km, Fark = 1 km
Ağrı (4) - Erzincan (24): Tanımlanan = 370 km, Hesaplanan = 373 km, Fark = 3 km
Ağrı (4) - Eskişehir (26): Tanımlanan = 1298 km, Hesaplanan = 1304 km, Fark = 6 km
Ağrı (4) - Gaziantep (27): Tanımlanan = 762 km, Hesaplanan = 785 km, Fark = 23 km
Ağrı (4) - Giresun (28): Tanımlanan = 539 km, Hesaplanan = 543 km, Fark = 4 km
Ağrı (4) - Gümüşhane (29): Tanımlanan = 380 km, Hesaplanan = 383 km, Fark = 3 km
Ağrı (4) - Hakkari (30): Tanımlanan = 429 km, Hesaplanan = 430 km, Fark = 1 km
Ağrı (4) - Hatay (31): Tanımlanan = 956 km, Hesaplanan = 979 km, Fark = 23 km
Ağrı (4) - Isparta (32): Tanımlanan = 1372 km, Hesaplanan = 1396 km, Fark = 24 km
Ağrı (4) - Mersin (33): Tanımlanan = 1050 km, Hesaplanan = 1069 km, Fark = 19 km
Ağrı (4) - İstanbul (34): Tanımlanan = 1409 km, Hesaplanan = 1526 km, Fark = 117 km
Ağrı (4) - İzmir (35): Tanımlanan = 1647 km, Hesaplanan = 1700 km, Fark = 53 km
Ağrı (4) - Kastamonu (37): Tanımlanan = 990 km, Hesaplanan = 1075 km, Fark = 85 km
Ağrı (4) - Kayseri (38): Tanımlanan = 816 km, Hesaplanan = 828 km, Fark = 12 km
Ağrı (4) - Kırklareli (39): Tanımlanan = 1617 km, Hesaplanan = 1735 km, Fark = 118 km
Ağrı (4) - Kırşehir (40): Tanımlanan = 940 km, Hesaplanan = 967 km, Fark = 27 km
Ağrı (4) - Kocaeli (41): Tanımlanan = 1298 km, Hesaplanan = 1413 km, Fark = 115 km
Ağrı (4) - Konya (42): Tanımlanan = 1111 km, Hesaplanan = 1130 km, Fark = 19 km
Ağrı (4) - Kütahya (43): Tanımlanan = 1377 km, Hesaplanan = 1383 km, Fark = 6 km
